url,num_evasions,evaded_techniques
https://robinhoodd-login.pages.dev/,1,subdomain-concat
https://sakematafitness.ge/static/assets/ikl/webmail-portal-RD337/index.html,1,combosquatting
https://securbellwetherdecu.weebly.com/,1,subdomain-concat
https://securelink-mrelay.info/,1,tld-typosquatting
https://seeshawca.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://servicesdiners.webcindario.com/,1,subdomain-concat
https://serviciosdeequipo.weebly.com/,1,subdomain-concat
https://serwindstreamoff.weebly.com/,1,subdomain-concat
https://shawwebmail25.weebly.com/,1,subdomain-concat
https://shorter.me/C-AfH,1,char-omission
https://shorter.me/OpUKq,1,tld-typosquatting
https://shorter.me/nuYCb,1,tld-typosquatting
https://signaturecabinetbessonrouanetassocies.webflow.io/,1,subdomain-concat
https://siriusmultimedia.com/locations/,1,char-omission
https://site-clqxvxlqj.godaddysites.com/,2,"combosquatting, visual-spoofing"
https://sites.google.com/view/bellsouthff/home,2,"char-omission, combosquatting"
https://sites.google.com/view/coreaccess/home,2,"char-omission, combosquatting"
https://sites.google.com/view/download-metamask-extension-03/home,1,combosquatting
https://sites.google.com/view/gkxmx/home,2,"char-omission, combosquatting"
https://sites.google.com/view/gmxbvcbvj/home,1,combosquatting
https://sites.google.com/view/infoser/home,3,"char-omission, combosquatting, tld-typosquatting"
https://sites.google.com/view/metamask-extension-secure-35/home,1,combosquatting
https://sites.google.com/view/myattaccesspage/home,2,"combosquatting, subdomain-concat"
https://skymailups.weebly.com/,1,subdomain-concat
https://smbc-card.kiopaez.com/mem/jp/index.jsp/,1,combosquatting
https://smkcvipbintuanarikgujp.beauty/RnJeAX,1,tld-typosquatting
https://solucionesenlinea-itau.vercel.app/,1,subdomain-concat
https://suppors-metabusiness.pages.dev/,1,combosquatting
https://supporttalktalk.weebly.com/,2,"combosquatting, subdomain-concat"
https://t-onlinehinweis.weebly.com/,1,combosquatting
https://t.co/hvcehqCqpe,1,combosquatting
https://tarif-supportulys.com/,1,char-omission
https://tax.ny-ulc.cc/us,2,"combosquatting, subdomain-concat"
https://telstraweb123.weebly.com/,1,subdomain-concat
https://tfreawrtdf.weebly.com/,1,subdomain-concat
https://tjkgfghjhjnh.weebly.com/,2,"char-omission, subdomain-concat"
https://tmpurvisco.com/giftogram/,2,"char-omission, visual-spoofing"
https://udorafd.github.io/papamustpa.github.io/gmx_world.html,3,"char-omission, combosquatting, visual-spoofing"
https://urlz.fr/uMH4,1,combosquatting
https://verioopferunsa.weebly.com/,2,"combosquatting, subdomain-concat"
https://videottrronn.weebly.com/,2,"char-omission, subdomain-concat"
https://viewclosingdocumentspdf.weebly.com/,1,subdomain-concat
https://vpass-jp.smkctuanarikgajp.biz/RnJeAX,1,tld-typosquatting
https://vwyuiu.weebly.com/,2,"char-omission, visual-spoofing"
https://wallet-ledger-hardware.pages.dev/,1,subdomain-concat
https://wdcm2j.webwave.dev/,1,subdomain-concat
https://web3-connect-wallet.webflow.io,2,"combosquatting, subdomain-concat"
https://webmailserverupdateprotections.weebly.com/,1,subdomain-concat
https://webmarche.weebly.com/,3,"char-omission, subdomain-concat, visual-spoofing"
https://webqwsafeghh.weebly.com/,2,"combosquatting, subdomain-concat"
https://websecurityclosureofemail.weebly.com/,1,subdomain-concat
https://webtoscana.weebly.com/,1,subdomain-concat
https://weloveyou.orange-maroc.net/login,1,visual-spoofing
https://wertyuirt.makeweb.co/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://wertywerqwse.weebly.com/,2,"combosquatting, subdomain-concat"
https://winalife.weebly.com/,2,"combosquatting, visual-spoofing"
https://wiomsfreuhgfterdsiok.weebly.com/,1,subdomain-concat
https://wkufhwefehjwehdghbci.weebly.com/,1,subdomain-concat
https://wsu-edutyi.weebly.com/,1,combosquatting
https://www.paypal-securecheck-update.com/signin/,1,char-omission
https://www.renouv-vitalis.info/,3,"char-omission, combosquatting, tld-typosquatting"
https://www.smibciosec.delicei.com,4,"char-omission, combosquatting, subdomain-concat, visual-spoofing"
https://www.smibciosec.onstanu1.com,1,combosquatting
https://xxnoekk.weebly.com/,3,"combosquatting, subdomain-concat, visual-spoofing"
https://yrtut.weebly.com/,4,"char-omission, subdomain-concat, tld-typosquatting, visual-spoofing"
https://ytrdolmasercun.weebly.com/,2,"combosquatting, subdomain-concat"
https://yuferycslaygcfsjm.weebly.com/,1,subdomain-concat
https://yuhs-1ac.weebly.com/,1,subdomain-concat
https://yuwenkaobian.com/auth/screen,1,visual-spoofing
https://zimbradidacticuoradearo.weebly.com/,1,subdomain-concat
